URL,Performance,Accessibility,BestPractices,SEO,Screenshot,date
https://www.wheatleyvodka.com/cocktails/wheatley-vodka-club/,30,78,73,86,screenshot/79190f51-5e2c-4c27-898f-9a4d7756fc8e.png,Wed Aug 23 13:38:47 CEST 2023
https://www.wheatleyvodka.com/cocktails/cucumber-collins/,37,78,73,86,screenshot/1dfeb5c9-e4ec-427b-b2ba-9daa7c6aac92.png,Wed Aug 23 13:38:46 CEST 2023
https://www.wheatleyvodka.com/cocktails/la-luna-rossa/,29,78,73,86,screenshot/66072830-d829-416e-9c12-5b3c7e72652e.png,Wed Aug 23 13:38:52 CEST 2023
https://www.wheatleyvodka.com/cocktails/flatiron-flip/,39,78,73,86,screenshot/8922a931-9c54-4d6a-a5ad-da91d560e73f.png,Wed Aug 23 13:38:58 CEST 2023
https://www.wheatleyvodka.com/cocktails/garden-of-eden/,34,78,73,86,screenshot/4c5dfda7-d6b2-411b-b8bc-81ca34ed0ed5.png,Wed Aug 23 13:48:13 CEST 2023
https://www.wheatleyvodka.com/cocktails/romapolitan/,36,78,73,86,screenshot/317cda24-1945-4da2-a775-eac193aa3417.png,Wed Aug 23 13:39:04 CEST 2023
https://www.wheatleyvodka.com/cocktails/snooze-alarm/,26,78,73,86,screenshot/2a3c9994-178b-44af-a8c7-cb56643828b9.png,Wed Aug 23 13:39:14 CEST 2023
https://www.wheatleyvodka.com/cocktails/dont-touch-my-bowl/,26,78,73,86,screenshot/274e9245-2e37-442a-9911-0fcc85444480.png,Wed Aug 23 13:39:13 CEST 2023
https://www.wheatleyvodka.com/cocktails/my-pizza-is-sour/,31,78,73,86,screenshot/db1cff78-9dbf-4cb9-a94b-cb02ebab00c3.png,Wed Aug 23 13:39:18 CEST 2023
https://www.wheatleyvodka.com/cocktails/green-machine/,35,78,73,86,screenshot/2b52bcc1-157c-46db-b771-cf758b31e62d.png,Wed Aug 23 13:39:21 CEST 2023
https://www.wheatleyvodka.com/cocktails/cocktails-of-the-castaway/,39,78,73,86,screenshot/4ad7c7c9-9bf6-4c3f-883d-612542279f76.png,Wed Aug 23 13:39:28 CEST 2023
https://www.wheatleyvodka.com/cocktails/the-buck-stops-here/,28,78,73,86,screenshot/e562d400-5ebb-44ab-99c2-1485040309b7.png,Wed Aug 23 13:39:40 CEST 2023
https://www.wheatleyvodka.com/cocktails/gone-with-the-wind/,22,78,73,86,screenshot/30c58571-9be5-4dbd-b76f-8f62ece566c0.png,Wed Aug 23 13:39:40 CEST 2023
https://www.wheatleyvodka.com/cocktails/dad-joke/,40,78,73,86,screenshot/de1859e9-46da-4824-8262-756dc4bcbb88.png,Wed Aug 23 13:39:45 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-vodka-martini/,37,78,73,86,screenshot/c249c0e2-3dd1-47c3-bc8f-1db6d4c26f7f.png,Wed Aug 23 13:39:45 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-vodka-moscow-mule/,34,78,73,86,screenshot/87a69a0e-805c-4d47-ab4c-4cd37f775c1f.png,Wed Aug 23 13:39:52 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-vodka-screwdriver/,39,78,73,86,screenshot/5d0ce620-1d59-413e-9b72-57035f7a0a13.png,Wed Aug 23 13:40:03 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-vodka-mint-lemonade/,23,78,73,86,screenshot/908a298c-a41e-4306-8329-fe9b7dfab295.png,Wed Aug 23 13:40:06 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-vodka-sweet-tea-mint-julep/,36,78,73,86,screenshot/645cded8-fa74-4b2b-9d80-8f9c2e73e09e.png,Wed Aug 23 13:40:11 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-vodka-pineapple-mint-julep/,30,78,73,86,screenshot/6dd9e8a6-7232-4a2b-bca3-dbf29ea0cf42.png,Wed Aug 23 13:40:12 CEST 2023
https://www.wheatleyvodka.com/cocktails/all-you-can-wheat/,37,78,73,86,screenshot/8c08164b-98f4-46aa-b252-c0dc3f8e8172.png,Wed Aug 23 13:40:15 CEST 2023
https://www.wheatleyvodka.com/cocktails/green-jacket/,33,78,73,86,screenshot/d1dd51ef-b838-45f1-a492-a427d1474222.png,Wed Aug 23 13:40:30 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-far-east-mule/,38,78,73,86,screenshot/efd9a909-5f3d-45dd-b8d8-daea597f5b5b.png,Wed Aug 23 13:40:30 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-vodka-greyhound/,29,78,73,86,screenshot/3e69c46e-64b1-45f0-bd64-67880b6e334f.png,Wed Aug 23 13:40:38 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-winter-wonderful/,28,78,73,86,screenshot/517a7c26-296f-4067-a2bb-d42705e2e5be.png,Wed Aug 23 13:40:38 CEST 2023
https://www.wheatleyvodka.com/cocktails/spiced-punch/,32,78,73,86,screenshot/d66281ae-690b-4fb6-b759-8bcf8b05a8de.png,Wed Aug 23 13:40:42 CEST 2023
https://www.wheatleyvodka.com/cocktails/its-always-sunny/,36,78,73,86,screenshot/14e0e085-6bef-48bd-a1ae-1098a1893e92.png,Wed Aug 23 13:40:57 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-vodka-club-2/,30,78,73,86,screenshot/b7b53621-b0a1-484b-8fcc-3a8d82d2882c.png,Wed Aug 23 13:40:57 CEST 2023
https://www.wheatleyvodka.com/cocktails/village-mary/,33,78,73,86,screenshot/85b1b9fb-90b6-44ce-a430-654f8ecd0b25.png,Wed Aug 23 13:41:01 CEST 2023
https://www.wheatleyvodka.com/cocktails/beetopolitan/,28,78,73,86,screenshot/e98231ab-b54b-4271-91ff-491cb8ca52b0.png,Wed Aug 23 13:41:05 CEST 2023
https://www.wheatleyvodka.com/cocktails/the-gallagher/,33,78,73,86,screenshot/237c13c9-53d6-451c-b0e4-17bdf4c09599.png,Wed Aug 23 13:41:09 CEST 2023
https://www.wheatleyvodka.com/cocktails/the-pineapple-bottom/,36,78,73,86,screenshot/a4087da2-6da3-4b10-a79c-5a0dd9a5e791.png,Wed Aug 23 13:48:13 CEST 2023
https://www.wheatleyvodka.com/cocktails/summertime-romp/,28,78,73,86,screenshot/f4d2154a-b5a5-4321-9efd-3871af1680ee.png,Wed Aug 23 13:41:21 CEST 2023
https://www.wheatleyvodka.com/cocktails/fire-on-the-water/,36,78,73,86,screenshot/68d55602-7ced-4abc-88a8-0b1d6e99a7e4.png,Wed Aug 23 13:41:28 CEST 2023
https://www.wheatleyvodka.com/cocktails/bottoms-up/,31,78,73,86,screenshot/13f2b28c-2120-4279-8744-8a0836dae0a5.png,Wed Aug 23 13:41:28 CEST 2023
https://www.wheatleyvodka.com/cocktails/chasing-waterfalls/,31,78,73,86,screenshot/1853dcf2-11d7-4f63-961e-46bbd73b1d79.png,Wed Aug 23 13:41:32 CEST 2023
https://www.wheatleyvodka.com/cocktails/down-the-rabbit-hole/,30,78,73,86,screenshot/a817dc06-0dc5-4ec7-9428-80957781b5cc.png,Wed Aug 23 13:41:33 CEST 2023
https://www.wheatleyvodka.com/cocktails/down-the-rabbit-hole/,36,78,73,86,screenshot/919dc6aa-be7c-40ed-9641-227d0a938318.png,Wed Aug 23 13:48:12 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-white-russian/,39,78,73,86,screenshot/bdbc654b-a29b-462a-861c-f3f49dec2b1e.png,Wed Aug 23 13:41:51 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-75/,32,78,73,86,screenshot/bc43f58b-44be-4977-be56-801bf995ca28.png,Wed Aug 23 13:41:54 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-vodka-rhubarb-mint-julep/,32,78,73,86,screenshot/5d2b54b2-b89d-412d-8298-928be057a409.png,Wed Aug 23 13:41:55 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-vodka-blackberry-mint-julep/,29,78,73,86,screenshot/b67e62be-3b8b-4473-bc66-3e9fa1f02606.png,Wed Aug 23 13:41:56 CEST 2023
https://www.wheatleyvodka.com/cocktails/the-new-caledonia/,33,78,73,86,screenshot/6378714a-a562-450c-b014-7097a41eb0f2.png,Wed Aug 23 13:42:18 CEST 2023
https://www.wheatleyvodka.com/cocktails/cheap-sunglasses/,39,78,73,86,screenshot/bfa4a061-8b1e-4f58-9542-164f228da346.png,Wed Aug 23 13:42:18 CEST 2023
https://www.wheatleyvodka.com/cocktails/quince-md/,55,78,73,86,screenshot/c60f619d-78d3-41a8-a8b9-f01888e57516.png,Wed Aug 23 13:42:19 CEST 2023
https://www.wheatleyvodka.com/cocktails/the-khaleesi/,39,78,73,86,screenshot/0c61642c-b44c-4e3d-bd8f-052900e3103b.png,Wed Aug 23 13:42:20 CEST 2023
https://www.wheatleyvodka.com/cocktails/waltzing-back/,27,78,73,86,screenshot/6e724719-2dcb-4977-a774-f0fce97cb298.png,Wed Aug 23 13:42:45 CEST 2023
https://www.wheatleyvodka.com/cocktails/cran-holiday-punch/,24,78,73,86,screenshot/8fa163bc-3caa-4358-abc0-3142c4a13fd3.png,Wed Aug 23 13:42:45 CEST 2023
https://www.wheatleyvodka.com/cocktails/raspberry-lemonade/,26,78,73,86,screenshot/a5734d48-0dbc-4699-a049-74b701668409.png,Wed Aug 23 13:42:42 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-shandy/,25,78,73,86,screenshot/204ed8ab-7f5d-4348-abf0-011bda2a76d1.png,Wed Aug 23 13:42:47 CEST 2023
https://www.wheatleyvodka.com/cocktails/wheatley-white-apple-sangria/,36,78,73,86,screenshot/9120eff1-237c-41cd-b4b6-fa601a77b27e.png,Wed Aug 23 13:43:06 CEST 2023
https://www.wheatleyvodka.com/cocktails/spiced-winter-punch/,32,78,73,86,screenshot/896651a1-a046-453c-812c-0a18e107daf4.png,Wed Aug 23 13:43:11 CEST 2023
